#
# Copyright © 2026-2026 Unicode, Inc.
# For terms of use, see https://www.unicode.org/terms_of_use.html
#
# Format: type;rule name;number;expected result
# type: spell=SpelloutRules, digits=OrdinalRules, number=NumberingSystemRules
# rule name: empty for the default ruleset
#
spell;%spellout-ordinal-neuter;999999999999999;εννιακόσια εννενήντα εννέα τρισεκατομμυριοστό εννιακόσια εννενήντα εννέα δισεκατομμυριοστό εννιακόσια εννενήντα εννέα εκατομμυριοστό εννιακόσια εννενήντα εννέα χιλιοστό εννεακοσιοστό εννενηκοστό ένατο
spell;%spellout-ordinal-neuter;1000000000000000;ένα τετράκις εκατομμυριοστό
spell;%spellout-ordinal-neuter;1000000000000001;ένα τετράκις εκατομμυριοστό πρώτο
spell;%spellout-ordinal-feminine;1;πρώτη
spell;%spellout-ordinal-feminine;2;δεύτερη
spell;%spellout-ordinal-feminine;3;τρίτη
spell;%spellout-ordinal-feminine;4;τέταρτη
spell;%spellout-ordinal-feminine;5;πέμπτη
spell;%spellout-ordinal-feminine;6;έκτη
spell;%spellout-ordinal-feminine;7;έβδομη
spell;%spellout-ordinal-feminine;8;όγδοη
spell;%spellout-ordinal-feminine;9;ένατη
spell;%spellout-ordinal-feminine;10;δέκατη
spell;%spellout-ordinal-feminine;11;ενδέκατη
spell;%spellout-ordinal-feminine;12;δωδέκατη
spell;%spellout-ordinal-feminine;13;δέκατη τρίτη
spell;%spellout-ordinal-feminine;14;δέκατη τέταρτη
spell;%spellout-ordinal-feminine;19;δέκατη ένατη
spell;%spellout-ordinal-feminine;20;εικοστή
spell;%spellout-ordinal-feminine;21;εικοστή πρώτη
spell;%spellout-ordinal-feminine;29;εικοστή ένατη
spell;%spellout-ordinal-feminine;30;τριακοστή
spell;%spellout-ordinal-feminine;31;τριακοστή πρώτη
spell;%spellout-ordinal-feminine;39;τριακοστή ένατη
spell;%spellout-ordinal-feminine;40;τεσσαρακοστή
spell;%spellout-ordinal-feminine;41;τεσσαρακοστή πρώτη
spell;%spellout-ordinal-feminine;49;τεσσαρακοστή ένατη
spell;%spellout-ordinal-feminine;50;πεντηκοστή
spell;%spellout-ordinal-feminine;51;πεντηκοστή πρώτη
spell;%spellout-ordinal-feminine;59;πεντηκοστή ένατη
spell;%spellout-ordinal-feminine;60;εξηκοστή
spell;%spellout-ordinal-feminine;61;εξηκοστή πρώτη
spell;%spellout-ordinal-feminine;69;εξηκοστή ένατη
spell;%spellout-ordinal-feminine;70;εβδομηκοστή
spell;%spellout-ordinal-feminine;71;εβδομηκοστή πρώτη
spell;%spellout-ordinal-feminine;79;εβδομηκοστή ένατη
spell;%spellout-ordinal-feminine;80;ογδοηκοστή
spell;%spellout-ordinal-feminine;81;ογδοηκοστή πρώτη
spell;%spellout-ordinal-feminine;89;ογδοηκοστή ένατη
spell;%spellout-ordinal-feminine;90;εννενηκοστή
spell;%spellout-ordinal-feminine;91;εννενηκοστή πρώτη
spell;%spellout-ordinal-feminine;99;εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;100;εκατοστή
spell;%spellout-ordinal-feminine;101;εκατοστή πρώτη
spell;%spellout-ordinal-feminine;199;εκατοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;200;διακοσιοστή
spell;%spellout-ordinal-feminine;201;διακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;299;διακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;300;τριακοσιοστή
spell;%spellout-ordinal-feminine;301;τριακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;399;τριακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;400;τρετρακοσιοστή
spell;%spellout-ordinal-feminine;401;τρετρακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;499;τρετρακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;500;πεντακοσιοστή
spell;%spellout-ordinal-feminine;501;πεντακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;599;πεντακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;600;εξακοσιοστή
spell;%spellout-ordinal-feminine;601;εξακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;699;εξακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;700;επτακοσιοστή
spell;%spellout-ordinal-feminine;701;επτακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;799;επτακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;800;οκτακοσιοστή
spell;%spellout-ordinal-feminine;801;οκτακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;899;οκτακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;900;εννεακοσιοστή
spell;%spellout-ordinal-feminine;901;εννεακοσιοστή πρώτη
spell;%spellout-ordinal-feminine;999;εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;1000;χιλιοστή
spell;%spellout-ordinal-feminine;1001;χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;1999;χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;2000;δισχιλιοστή
spell;%spellout-ordinal-feminine;2001;δισχιλιοστή πρώτη
spell;%spellout-ordinal-feminine;2999;δισχιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;3000;τρισχιλιοστή
spell;%spellout-ordinal-feminine;3001;τρισχιλιοστή πρώτη
spell;%spellout-ordinal-feminine;3999;τρισχιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;4000;τετράκις χιλιοστή
spell;%spellout-ordinal-feminine;4001;τετράκις χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;4999;τετράκις χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;5000;πεντάκις χιλιοστή
spell;%spellout-ordinal-feminine;5001;πεντάκις χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;5999;πεντάκις χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;6000;εξάκις χιλιοστή
spell;%spellout-ordinal-feminine;6001;εξάκις χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;6999;εξάκις χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;7000;επτάκις χιλιοστή
spell;%spellout-ordinal-feminine;7001;επτάκις χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;7999;επτάκις χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;8000;οκτάκις χιλιοστή
spell;%spellout-ordinal-feminine;8001;οκτάκις χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;8999;οκτάκις χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;9000;εννεάκις χιλιοστή
spell;%spellout-ordinal-feminine;9001;εννεάκις χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;9999;εννεάκις χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;10000;δεκάκις χιλιοστή
spell;%spellout-ordinal-feminine;10001;δεκάκις χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;10999;δεκάκις χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;11000;έντεκα χιλιοστή
spell;%spellout-ordinal-feminine;11001;έντεκα χιλιοστή πρώτη
spell;%spellout-ordinal-feminine;999999;εννιακόσια εννενήντα εννέα χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;1000000;ένα εκατομμυριοστή
spell;%spellout-ordinal-feminine;1000001;ένα εκατομμυριοστή πρώτη
spell;%spellout-ordinal-feminine;999999999;εννιακόσια εννενήντα εννέα εκατομμυριοστή εννιακόσια εννενήντα εννέα χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;1000000000;ένα δισεκατομμυριοστή
