Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Nigeria,NGA,"Population, total",SP.POP.TOTL,123688536,126704722,129832447,133067097,136399438,139823340,143338939,146951477,150665730,154488072,158423182,162470737,
Nigeria,NGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,141138370592.272,156200078221.571,156429031104.91,175198661437.995,199755152801.991,215508778645.853,257979315878.229,272779302241.676,294943990253.653,315068115346.821,342724945010.974,372798040268.528,
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,68432,69184,69393,69105,68404,67381,66006,64349,62707,61473,60917,61174,
Northern Mariana Islands,MNP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4952000,
Norway,NOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,160075449765.338,167574717802.445,168694748702.587,175822605322.374,195393030438.612,221701992692.601,250823941325.654,261976137856.515,291142390350.579,263170670816.976,281907888821.813,304370827362.804,
Oman,OMN,"Population, total",SP.POP.TOTL,2264163,2279171,2302874,2335967,2378336,2429510,2490620,2561187,2636963,2712141,2782435,2846145,
Oman,OMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,36707036473.2268,40449243279.2753,41603817629.7236,43643722164.1637,46838969796.8882,49443862506.8457,54680359261.1522,60025028706.3413,67344120456.1328,67618264805.6223,71558357095.6843,,
Pakistan,PAK,"Population, total",SP.POP.TOTL,144522192,147557907,150407242,153139895,155860066,158645463,161513324,164445596,167442258,170494367,173593383,176745364,
Pakistan,PAK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,233617638231.622,243549893173.908,260210851439.399,285723570779.202,312628312125.999,347301061677.141,380270124249.372,412928478264.609,429731310344.804,454056035195.746,478568108501.053,507202815981.334,
Palau,PLW,"Population, total",SP.POP.TOTL,19172,19402,19573,19698,19803,19906,20011,20118,20228,20346,20472,20609,
Palau,PLW,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,223319534.776809,231821736.423786,226822659.183712,226556757.521858,246400709.130716,264584151.777747,277012192.17704,283671046.079519,220428749.706414,195329778.34601,200862283.883806,228372326.336951,
Panama,PAN,"Population, total",SP.POP.TOTL,2956126,3012635,3069123,3125565,3181969,3238321,3294583,3350673,3406487,3461901,3516820,3571185,
Panama,PAN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,20200099878.1358,20815649587.4727,22323550977.6636,22855495460.6498,24832691963.2541,27525045453.4287,30813175816.4316,35831834570.7681,40233184579.2701,42680360017.2048,45814383894.3823,51800400083.2656,
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5378824,5518586,5659946,5803029,5948135,6095437,6244916,6396307,6549268,6703361,6858266,7013829,
Papua New Guinea,PNG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,8729866880.6405,8737261368.12875,8919693224.38964,8905231863.64578,9630478707.49202,10513301411.2863,10608589180.9522,13143284284.4808,14346561059.5475,15370861508.6441,16458751711.5699,18031565956.9269,
Paraguay,PRY,"Population, total",SP.POP.TOTL,5343539,5453921,5564709,5675754,5786836,5897816,6008597,6119295,6230242,6341892,6454548,6568290,
Paraguay,PRY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18385632879.0045,19237628558.3649,18664024345.063,19471943834.617,20346110070.5186,22828123246.1255,24349084951.4638,27272301732.8743,28991755716.6692,28016915419.6005,32410978864.3113,35390493567.6875,
Peru,PER,"Population, total",SP.POP.TOTL,25861887,26228274,26579252,26916342,27242033,27558769,27866387,28166078,28463338,28765162,29076512,29399817,
Peru,PER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,123802824282.919,127416570139.029,135532083123.55,142297121945.601,150735078941.524,166227421758.129,190029140237.302,201767702974.069,229773433116.056,236699217011.652,255447345212.049,277561820958.217,
Philippines,PHL,"Population, total",SP.POP.TOTL,77309965,78964389,80630416,82293990,83936698,85546427,87116275,88652631,90173139,91703090,93260798,94852030,
Philippines,PHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,184934755443.122,194527309014.45,203963165375.864,219020704448.027,240889313508.285,260232716841.114,280606045850.709,309183470142.135,331337560119.796,338960292560.427,368759533778.587,392971636552.999,
Poland,POL,"Population, total",SP.POP.TOTL,38453757,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38183683,38216000,
Poland,POL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,402847969581.457,417912846488.826,440566992606.738,453530389129.429,483005197495.757,514253227303.224,557874440701.585,613978122772.684,670632684216.863,689789394240.534,737364008725.728,780806048875.409,
Portugal,PRT,"Population, total",SP.POP.TOTL,10225836,10292999,10368403,10441075,10501970,10549424,10584344,10608335,10622413,10632482,10637346,10637000,
Portugal,PRT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,178197112285.452,185698747596.814,195341318184.012,201257672886.014,206280817678.89,222086645372.941,235444497493.514,248451366531.617,255442858051.238,253840943882.334,262469208116.236,259915562359.992,
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721978,3706690,
Puerto Rico,PRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
Qatar,QAT,"Population, total",SP.POP.TOTL,590957,608057,624173,653500,715146,820986,978336,1178192,1396060,1597765,1758793,1870041,
Qatar,QAT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,86216212093.1797,103619879052.618,115275089371.77,134241842221.876,161637590699.562,
Romania,ROM,"Population, total",SP.POP.TOTL,22442971,22131970,21803129,21742013,21684890,21634371,21587666,21546873,21513622,21480401,21438001,21390000,
Romania,ROM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,126089516434.599,141064144397.131,151377606924.717,165022219304.704,185363948959.021,200673060642.499,234508553539.245,272585672978.091,314322390691.59,314012170096.533,306405356738.541,323362008293.812,
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146303000,145949580.335128,145299690.295609,144599446.748596,143849574.208616,143150000,142500000,142100000,141950000,141910000,141920000,141930000,
Russian Federation,RUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,973727861357.129,1059524738505.19,1144425550264.66,1297234742746.93,1442678080266.06,1654480751295.88,2066580423030.19,2322890662056.38,2817892181858.67,2589866149466.23,2737442073846.39,2917709280331.05,
Rwanda,RWA,"Population, total",SP.POP.TOTL,8098344,8456968,8696378,8857859,9009655,9201727,9441406,9710531,10004092,10311275,10624005,10942950,
Rwanda,RWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4648967492.47855,5155403554.0483,5959431247.19031,6140911419.72453,6755083043.59042,7652284437.8256,8586222795.90808,9553752870.05221,10823991033.423,11656361845.6721,12575325826.4693,13909653823.6806,
Samoa,WSM,"Population, total",SP.POP.TOTL,176549,177645,178488,179141,179699,180237,180766,181277,181809,182401,183081,183874,
Samoa,WSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,479207275.201959,527760410.761335,558308035.738504,571957431.100689,630207721.372453,650285433.524237,671747490.92454,702466385.500668,771601201.892849,752527489.344706,766700657.454179,784246322.070506,
San Marino,SMR,"Population, total",SP.POP.TOTL,26967,27543,28251,29013,29722,30301,30721,31007,31198,31359,31534,31735,
San Marino,SMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,141010,143430,145761,148038,150311,152622,154970,157361,159852,162515,165397,168526,
Sao Tome and Principe,STP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,165986507.023567,172242272.076967,188443841.719266,201656609.374826,212407187.330967,256139689.157571,273316970.475021,294014724.382484,309541871.81833,327312270.822166,350279494.562604,
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,20045276,20681576,21463072,22334371,23213767,24041116,24799436,25504176,26166639,26809105,27448086,28082541,
Saudi Arabia,SAU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,362295395720.611,370536956108.42,377665338510.119,413124731718.813,452096002677.32,499680134989.059,534834606335.274,557496255988.442,595453647058.596,606021003940.305,634111431134.649,693731460103.801,
Senegal,SEN,"Population, total",SP.POP.TOTL,9505862,9758841,10023194,10297956,10581316,10871908,11169549,11474661,11787123,12106865,12433728,12767556,
Senegal,SEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12629155910.2228,13554012865.2382,13820456472.3688,15109286648.9857,16515417209.2049,17906791251.548,19114692431.5347,20643679967.2211,21989643414.8745,22507920773.685,23690189139.6535,24822196549.3704,
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,7350221,7320807,7291436,7261000,
Serbia,SRB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,43344126258.9485,46265726269.0978,49158981596.0235,51757569754.3066,57812671133.4922,62559545545.6836,68907013869.9396,73006254346.667,82348928564.1739,79537282992.4897,81346447279.8387,83813802005.8792,
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83700,82800,82500,82900,84600,85033,86956,87298,86525,86000,
Seychelles,SYC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1292123652.60043,1323301022.39184,1263801856.67014,1263676437.54226,1279352096.22718,1427192167.95201,1612056886.01271,1779815241.85213,1786027315.73037,1848668351.19906,1957151659.38821,2162380481.9842,
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4143115,4303850,4505515,4730020,4952134,5153435,5327364,5478289,5612129,5739293,5867536,5997486,
Sierra Leone,SLE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1510893273.62867,1824375582.28156,2356527659.72062,2632759182.45962,2841270414.37544,3163652414.68649,3542185635.15818,3959942339.81761,4274954026.19108,4561189582.37289,4820704418.23947,5063380441.54226,
Singapore,SGP,"Population, total",SP.POP.TOTL,4027900,4138000,4176000,4114800,4166700,4265800,4401400,4588600,4839400,4987600,5076700,5183700,
Singapore,SGP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,135087653587.112,135971729845.55,141443537584.057,150029674852.585,162035488815.937,180564568427.111,209491324919.399,235642256696.003,257843941513.528,260613474009.926,288284362599.69,307811300235.006,
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30519,31189,32566,33791,35318,36936,38272,39464,40459,39133,37850,36609,
Sint Maarten (Dutch part),SXM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5379056,5379607,5382438,5387001,5391409,5397318,5406626,5418590,5430099,5440000,
Slovak Republic,SVK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,58979586426.3475,64935298722.3141,69480900107.3662,69548581708.8423,75700327368.0639,84670835954.0956,95916116649.2825,109082420762.281,117207907471.937,115471474474.228,118226487021.158,120368737427.783,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052000,
Slovenia,SVN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,34938490631.3326,36818704878.2948,39200399265.8295,40656016257.304,43961354106.2248,46563964504.2133,50415860969.3364,53752805649.9339,57116766628.267,53381868684.3843,53505359891.4746,54396175280.5159,
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,408732,420232,432107,444344,456919,469805,483000,496490,510221,524125,538148,552267,
Solomon Islands,SLB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,820842193.089569,776583718.505061,758098614.619306,826749909.705069,902866234.859429,977564459.153009,1084929298.8648,1148233437.62495,1146857360.4815,1057722145.7278,1184142745.32924,1296921494.01084,
Somalia,SOM,"Population, total",SP.POP.TOTL,7399033,7596920,7791254,7981955,8170899,8359859,8547497,8733493,8922260,9119848,9330872,9556873,
Somalia,SOM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
South Africa,ZAF,"Population, total",SP.POP.TOTL,44000000,44909738,45533292,46116494,46664771,47198469,47730946,48257282,48793022,49320150,49991300,50586757,
South Africa,ZAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,291136538575.364,303480389883.019,321846542586.17,337520160763.989,365695553671.748,397641242502.074,433615059682.247,463994232744.352,492169403234.262,496228485538.421,515452416408.098,541966745616.143,
South Sudan,SSD,"Population, total",SP.POP.TOTL,6631346,6824267,7009780,7198267,7401951,7632757,7968599,8438853,8976845,9507428,9948304,10314021,
South Sudan,SSD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
Spain,ESP,"Population, total",SP.POP.TOTL,40263216,40720484,41313973,42004522,42691689,43398143,44116441,44878945,45555716,45908594,46070971,46235000,
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,850844989051.98,904895813003.823,979331086788.58,1028154063604.85,1093369878564.4,1171882104078.09,1315741102147.47,1411908543290.34,1470133290417.7,1441607264699.75,1436197864927.62,1451689457283.17,
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,19102000,18797000,18921000,19173000,19435000,19644000,19858000,20039000,20217000,20450000,20653000,20869000,
Sri Lanka,LKA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,49948465860.65,50362220576.3685,53382162199.1529,58074024597.6762,62904262590.7998,68886002207.8154,76443813374.2999,84249185909.574,90045978264.939,95647696300.9158,103948519411.592,115201514064.714,
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,44286,46111,46710,46710,48543,49173,49811,50455,51102,51752,52402,53051,
St. Kitts and Nevis,KNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,524407086.77975,562195740.987131,579881967.794745,573883542.149455,627097453.15055,721610494.482762,791488134.582631,843867392.449215,902663304.709846,839863038.949778,823549779.192772,874010271.915488,
St. Lucia,LCA,"Population, total",SP.POP.TOTL,155996,157897,159133,160620,162434,164330,166387,168338,170331,172370,174000,176000,
St. Lucia,LCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1195598363.40937,1154178082.59198,1194470472.56935,1254004991.11922,1374613795.239,1394224704.48866,1617850600.44954,1678041466.85503,1803988896.8978,1869775063.69113,1904514131.89062,1974412738.33741,
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,
St. Martin (French part),MAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107891,107987,108150,108354,108566,108755,108918,109060,109178,109269,109333,109365,
St. Vincent and the Grenadines,VCT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,655417298.651289,688489769.662447,743621679.900852,807233169.47783,857903233.646417,911029781.414582,1025005990.00244,1101790944.55609,1141180532.92817,1146593030.75913,1115127901.1575,1141877728.11741,
Sudan,SDN,"Population, total",SP.POP.TOTL,27556383,28177967,28806330,29445166,30101696,30777563,31400127,31934782,32438306,32970881,33603637,34318385,
Sudan,SDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,37398971146.6302,41203026026.2638,43952779932.0071,48277623607.8522,51798021302.3143,56988005367.9607,64402284934.2398,71435599152.1592,77538427261.197,84316215752.424,89152567498.6376,94747958740.4924,
Suriname,SUR,"Population, total",SP.POP.TOTL,466846,473431,480132,486800,493236,499294,504913,510136,515066,519861,524636,529419,
Suriname,SUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2054555913.01233,1967955585.08125,2240361011.27504,2437831385.69758,2711736067.75184,2988883081.26366,3215626399.98977,3557590784.2206,3798507817.94132,3936914969.1755,4042953323.86658,,
Swaziland,SWZ,"Population, total",SP.POP.TOTL,1010787,1012111,1013437,1014765,1016094,1017425,1018758,1020102,1031747,1043509,1055506,1067773,
Swaziland,SWZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4078198794.06817,4439313563.47469,4279278436.66613,4354595173.09583,4718897943.42723,5334568133.9602,5346646047.75796,5743770648.14201,5919183035.2772,5827093182.62239,5863510115.46826,6336192199.81923,
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9453000,
Sweden,SWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,245909853902.86,249362867559.543,260279285929.583,275970050801.013,292193525958.327,297415309050.911,327948537236.155,359829403214.689,377971992433.796,353051896377.01,375808741064.904,398892627650.715,
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7826153,7907000,
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,250382443673.329,251540636470.819,260122093197.384,272048592965.42,283567112257.866,300252411189.853,330964365784.947,340554706954.087,342121570572.004,371168795806.015,403793841620.423,415638951420.959,
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,15988534,16454926,16962918,17490104,18004797,18484122,18860939,19245438,19637776,20038112,20446609,20820311,
Syrian Arab Republic,SYR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,50846620701.4688,55184917326.3371,59035185866.6771,60881486172.9473,67541515250.4825,74075556793.9142,80477916285.9868,88532837794.4097,94101472838.0876,101198344850.988,103962146979.391,,
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6172807,6232587,6285809,6336724,6391120,6453240,6524634,6604426,6691416,6783390,6878637,6976958,
Tajikistan,TJK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5082386241.86731,5698380959.19063,6320452608.51701,7025610212.61437,8168486781.34183,9352812172.57216,8126803168.27768,10312458112.6657,12947867586.376,13574099370.4614,14585632061.3422,16014029589.9721,
Tanzania,TZA,"Population, total",SP.POP.TOTL,34038161,34917073,35832494,36788281,37786946,38831024,39923609,41068185,42267667,43524738,44841226,46218486,
Tanzania,TZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,25288921953.5833,27290622309.5795,29764546209.2625,32467423394.2803,36049033152.6157,39482170272.3138,43913101810.1362,48557153917.1007,53078437929.6446,57082140332.6802,61499462433.8696,67085026783.7623,
Thailand,THA,"Population, total",SP.POP.TOTL,63155029,63898879,64642931,65370277,66060383,66698483,67276383,67796451,68267982,68706122,69122234,69518555,
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,303164591572.333,313411353425.199,332489864211.395,361291017563.953,393451207193.584,423602541853.286,463457801931.374,502975468642.218,527343830493.326,520024465554.476,562217567089.884,581443424563.964,
Timor-Leste,TMP,"Population, total",SP.POP.TOTL,830089,852522,888099,931324,974024,983125,1014439,1046030,1077911,1110071,1142502,1175880,
Timor-Leste,TMP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,883764193.694833,783261753.121571,831188200.720938,860025734.227778,1284580237.92856,1803106002.28644,2817030919.79952,4140965964.61484,6442195492.81898,4906315233.69163,5938574905.24547,,
Togo,TGO,"Population, total",SP.POP.TOTL,4793504,4926142,5050919,5170252,5288273,5408044,5529908,5652811,5776837,5901859,6027798,6154813,
Togo,TGO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3808344454.88958,3832733594.9169,3887967999.51314,4169493771.48928,4362841825.85954,4563974888.1281,4899619968.04426,5184245921.25955,5464841857.6251,5715180250.30265,5979984138.28559,6405603086.00204,
Tonga,TON,"Population, total",SP.POP.TOTL,97935,98476,99053,99659,100286,100926,101584,102254,102910,103519,104058,104509,
Tonga,TON,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,338241507.97703,355145226.933924,378762014.832058,391413518.830783,407915687.825366,425869131.631158,440248320.741954,436981344.088104,451141022.238162,469543132.342517,481049146.736803,522684913.03996,
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1292058,1296962,1301576,1306065,1310622,1315386,1320418,1325672,1331040,1336349,1341465,1346350,
Trinidad and Tobago,TTO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,14712337098.6816,15932870055.4911,17635344566.0096,20446140648.7095,23400299473.3123,25137964631.8716,29233663877.8479,31765258746.4454,33370234554.324,32430724130.1527,32659259096.2443,,
Tunisia,TUN,"Population, total",SP.POP.TOTL,9563500,9673600,9781900,9839800,9932400,10029000,10127900,10225100,10328900,10439600,10549100,10673800,
Tunisia,TUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,49283918266.7599,53003543987.0575,54792657323.3916,59194647096.3728,64354027551.9118,68378135588.3292,74946334676.1452,81433534708.6083,86668352988.3403,90925973893.337,94355221143.4888,96357325141.342,
Turkey,TUR,"Population, total",SP.POP.TOTL,63627862,64544914,65446165,66339433,67235927,68143186,69063538,69992754,70923730,71846212,72752325,73639596,
Turkey,TUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,580475224552.996,546809964606.508,560884724401.534,577296829627.855,678489453188.428,771798537552.033,882778176640.954,964928837526.695,1055713447125.73,1024729441726.29,1140407797967.75,1247331834370.07,
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4501419,4551737,4600093,4647912,4696771,4747839,4801847,4858843,4918396,4979672,5041995,5105301,
Turkmenistan,TKM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,14687188515.9667,16195520047.0015,16539887431.8468,17697845978.5127,19054962765.5238,21037931225.6521,24319964532.8655,27849024112.9813,32614517497.2093,34977535379.6095,37508274639.5827,44345203822.6683,
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,18873,20728,23044,25625,28191,30531,32590,34404,35960,37271,38354,39184,
Turks and Caicos Islands,TCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9419,9471,9530,9590,9646,9694,9732,9762,9786,9806,9827,9847,
Tuvalu,TUV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
Uganda,UGA,"Population, total",SP.POP.TOTL,24213120,24984181,25794397,26641627,27521632,28431204,29370251,30339895,31339392,32367909,33424683,34509205,
Uganda,UGA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,16327257102.9857,17582193556.0349,19377378935.4702,21072142877.0956,23214135682.9107,25141199174.1888,28883287235.238,32411610581.7104,36003086646.3829,39172959862.3246,41728143723.7488,45339372602.869,
Ukraine,UKR,"Population, total",SP.POP.TOTL,49175847.6425165,48683864.5779071,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,
Ukraine,UKR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,156401116220.949,176928327266.992,189777501401.748,212571862825.845,244813644490.598,259999475973.8,286654856247.261,318638749807.424,335298689219.571,285856547291.191,301831229233.063,321885487152.046,
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,3033491,3149440,3254691,3400959,3658042,4069349,4662728,5405541,6206623,6938815,7511690,7890924,
United Arab Emirates,ARE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,202222836074.449,202353400343.048,222831604699.674,252325397495.781,276402723849.515,315235454293.352,338437055300.945,350379546109.478,349216545464.248,352299296752.028,377923893524.355,
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58892514,59107960,59325809,59566259,59867866,60224307,60595632,60986649,61393521,61811027,62231336,62641000,
United Kingdom,GBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1527126802229.96,1631368996674.37,1723626074544.34,1795704925798.07,1923833917430.2,2017087763998.43,2135177342899.24,2214706702975.99,2260883384085.85,2151462774328.95,2216471701877.91,2255941657442.15,
United States,USA,"Population, total",SP.POP.TOTL,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309349689,311591917,
United States,USA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10070500000000,10389100000000,10661400000000,11141300000000,11911300000000,12756500000000,13629200000000,14097100000000,14390900000000,13923500000000,14605300000000,15211300000000,
Uruguay,URY,"Population, total",SP.POP.TOTL,3300847.40789493,3308356.42478972,3308526.67574176,3303539.56833953,3301732,3305723,3314466,3323906,3334052,3344938,3356584,3368595,
Uruguay,URY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,28056502590.5729,27579711103.7214,26092861143.6768,25617283587.1463,27584857340.2046,31087124139.5573,33628361986.7302,36873341863.6422,40073945666.3826,41619651509.1334,45440776513.4987,49304026008.7854,
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,24650400,24964400,25271800,25567700,25864400,26167000,26488200,26868000,27302700,27767400,28562400,29341200,
Uzbekistan,UZB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,35127729011.8962,37354369077.5404,39600539598.1286,42283573524.0148,47168523166.3087,52270336944.7593,57690830880.9835,68071007218.3458,77288221040.4632,81912578350.2627,89689826380.8176,100262016077.13,
Vanuatu,VUT,"Population, total",SP.POP.TOTL,185074,189544,194555,199968,205561,211170,216760,222377,228041,233790,239651,245619,
Vanuatu,VUT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,593176595.792212,605311592.232349,571102941.67926,602025725.469304,644745062.989109,690237942.263784,780906605.368347,850566378.93428,964161911.099141,982500608.224136,1012067194.88781,1064348748.53903,
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,24311000,24765000,25220000,25674000,26127000,26577000,27031000,27483000,27935000,28384000,28834000,29278000,
"Venezuela, RB",VEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,203835455085.234,214531710692.316,196034959799.864,184968802551.741,223861690979.417,259775482877.641,297446573808.953,338469972284.599,360699963457.853,349924528869.755,345765201501.444,363923898481.619,
Vietnam,VNM,"Population, total",SP.POP.TOTL,77630900,78621000,79538700,80468400,81437700,82393500,83313000,84221100,85122300,86025000,86927700,87840000,
Vietnam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,108423177190.1,118640058498.304,128749154828.688,141138176245.325,155959181029.385,174514409528.86,194287901377.463,215237418926.835,233444064020.745,245346477617.506,265354084122.741,285512223767.017,
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108639,108746,108923,109148,109353,109599,109763,109818,109832,109809,109750,109666,
Virgin Islands (U.S.),VIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,
West Bank and Gaza,WBG,"Population, total",SP.POP.TOTL,3004150,3110464,3220540,3334512,3452517,3574698,3701203,3832186,3937315,3919827,3905364,4019433,
West Bank and Gaza,WBG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9902537166.83269,8273675901.20909,7578708833.19594,8319839710.03048,8904044792.03126,9681426916.81278,,,,,,,
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,17723186,18266008,18831819,19419710,20026117,20648643,21288070,21946990,22626595,23328214,24052514,24799880,
"Yemen, Rep.",YEM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,30656508449.6809,32903656579.9035,34514396359.6499,36141076651.5858,38212982166.0931,41722358988.3425,45988765003.4454,49026574353.8545,51450333086.4328,55575263938.7873,59335385417.3982,53698421751.734,
Zambia,ZMB,"Population, total",SP.POP.TOTL,10201562,10449825,10693471,10938261,11192422,11462365,11750105,12055384,12379612,12723746,12926409,13474959,
